"CNTYBNA","FACTOR1","FACTOR2","FACTOR3","JA","CT89_91","POPU","HomiRate","LnHomiRate","xcoord","ycoord","poverty","public_assistance","female_headed","unemployment","new_residents","renter-occupied","no_high_school","crowded_households","black","latino"
"0312415",-0.4325,1.3085999,-0.478,0.9228,2,2201,90.86778736937755,4.520350449628235,354948.07109989406,582141.7161537409,28.7379,16.4401,22.1566,7.816,50.83,73.5537,58.0191,13.7741,1.7152,93.1068
"0312416",-0.6229,2.6602001,-0.7537,0.9228,4,2891,138.36042891732964,4.937063590864454,355427.8032029265,581990.082168649,25.841,22.1127,16.4384,6.3341,56,85.3933,68.9352,33.1461,2.5927,125.177
"0312417",-0.545,0.8625,-0.2335,1.1644,0,184,0,0,355843.34749677003,582023.2776396857,5.7143,21.9048,0,9.2486,43.58,86.5979,46.9027,19.5876,0,49.0476
"0312418",0.2414,-0.9328,-1.13,1.4562,0,223,0,0,356464.785901956,581029.9068908046,29.1209,4.3956,39.1304,16.3743,61.11,72.7273,24.0876,0,16.4835,13.7363
"0312419",-0.0072,0.3503,0.8398,1.4187,1,918,108.93246187363835,4.69986619426076,355870.8956806969,581206.9161416892,17.8571,12.449,8.867,12.2253,23.56,72.3684,49.4017,8.5526,50.2041,39.5919
"0312420",-0.0778,1.5418,-0.337,1.1644,7,3216,217.66169154228857,5.387525747923956,355454.7446118934,581190.7122434445,39.7521,19.6837,27.4924,7.7594,41.76,84.9216,62.9531,15.4403,21.8423,97.4781
"0312421",-0.5522,1.6094,-0.2887,1.082,5,3199,156.29884338855894,5.058147457135477,355051.32754690695,581180.502499649,22.5346,20.848,17.66,6.3063,44.5,78.523,56.8562,18.5637,0.5153,102.507
"0312422",-0.5369,0.9313,-0.5919,1.1057,4,2705,147.8743068391867,5.003102371672598,354648.39159333037,581164.6485268885,26.3764,15.6657,19.1781,6.1354,49.36,75.6793,43.7553,13.519,2.5025,88.7138
"0312423",-0.7393,0.5683,-0.4038,1.2352999,0,2254,0,0,354241.5645662176,581155.0794418972,20.6259,10.8108,6.9168,7.2779,49.46,67.6492,37.5374,10.2804,3.6984,80.4552
"0312424",-0.7772,-0.0238,-0.5168,1.0905,1,2620,38.16793893129771,3.667858527740813,353834.4884775631,581142.643630456,8.7141,13.5552,8.4337,3.6611,45.95,80.0395,33.837,3.8867,1.8154,62.2087
"0312425",-0.4162,1.2970001,-0.0892,1.0194,4,3449,115.97564511452595,4.761965751714854,353431.67083164625,581143.6596610731,28.63,23.5649,18.3505,6.0421,40.2,75.1295,57.3224,11.9911,2.026,94.6213
"0312426",0.1592,1.6302,-0.7731,1.118,5,4860,102.88065843621399,4.643242725205477,353027.4918759724,581254.4912007338,49.3121,36.1209,29.602,8.7207,54.26,81.373,64.2939,18.032,15.5247,93.1751
"0312427",0.3977,1.2568001,-0.1591,1.048,1,1869,53.50454788657036,3.99828414564766,352600.29858584964,580902.0789730785,43.975,35.5634,32.2581,12.762,43.44,74.6744,60.3969,13.0246,31.2989,83.0595
"0312428",-0.6183,0.0708,0.4774,1.1276,0,1626,0,0,353362.51976687467,580358.2013589673,13.8633,11.6951,11.8497,5.0918,33.61,56.7485,41.9789,2.6074,0.3285,46.8463
"0312429",-0.2893,0.8924,0.4982,1.2352999,0,2182,0,0,353856.86817855475,580342.8471570341,31.7952,18.5144,20.284,5.7311,25.44,71.7557,54.5532,6.5649,1.8008,74.1137
"0312430",-0.7556,1.7596,0.5739,1.1763,13,1932,672.8778467908903,6.513048858271743,354265.2257528417,580352.8824486448,15.9195,13.6398,4.5378,8.086,29.44,70.1163,56.2329,20,0.228,101.976
"0312431",-0.2395,1.3238,0.1475,1.082,1,2905,34.42340791738382,3.567372842220548,354672.1568958742,580357.6420354648,41.0847,28.3587,14.8627,7.9563,37.28,68.2955,58.6622,10.1136,4.0411,94.7536
"0312432",-0.1294,2.3336999,-0.6425,1.2342,13,1970,659.8984771573604,6.493600238278503,355078.72360820253,580375.3607221585,43.8806,36.9818,16.9967,10.6372,53.47,80.787,63.1791,28.4722,4.9751,114.461
"0312433",-0.4417,1.2851,-0.3005,1.4187,2,2251,88.8494002665482,4.498134938377555,355481.2620125793,580383.8823352418,25.8077,22.856,11.9584,7.8003,46.66,80,64.4326,10.4444,0.7978,88.7914
"0312434",-0.6792,1.9333,-0.2277,1.2351,0,2974,0,0,355887.00718206324,580392.8491248417,23.7222,11.4853,15.2518,6.4617,45.57,76.8116,64.8763,20.0828,6.0132,113.289
"0312435",-0.524,0.3476,-0.888,1.3829,1,2336,42.80821917808219,3.779821452245509,356494.7337596523,580407.4647043302,20.4436,8.8729,10.1928,7.6048,55.3,83.834,40.3592,9.4421,23.0216,69.3645
"0312436",0.047,-1.0779001,-3.0590999,1.3187,0,295,0,0,357138.1507085393,580349.4107661144,63.3562,8.9041,0,6.1644,93.15,100,11.4068,11.4754,71.5753,15.0685
"0312501",0.1341,1.666,0.1045,1.1785001,0,587,0,0,348921.1780056362,582480.3060199317,38.8385,41.5608,28.1818,6.8452,46.17,64.8437,81.9923,10.1563,30.49,94.9183
"0312502",0.0768,-0.2276,-0.2322,1.1935,3,2517,119.18951132300357,4.78906975808576,348323.02707840386,582515.6662944807,19.3315,19.9518,23.41,9.3629,61.46,41.2811,35.1828,13.6418,73.0875,23.5011
"0312503",0.2472,-0.022,0.0036,1.1208,2,4903,40.791352233326535,3.732689433757008,347504.59203149274,582567.8970914674,15.5505,18.6524,28.6719,8.9029,51.34,54.0373,41.39,16.2871,84.9219,20.1109
"0312504",0.1375,-0.6393,-0.0517,1.1232001,10,5900,169.4915254237288,5.13868559122862,346296.6996503997,582566.7637215942,12.655,14.9559,20.5805,9.968,52.52,51.967,30.797,9.8106,84.8498,10.2645
"0312505",-1.0218,-0.8025,0.9101,1.2175,1,6015,16.62510390689942,2.869324244107871,344511.87965979846,582750.7848746936,4.2841,4.9746,3.7398,2.2855,40.41,12.9738,20.2095,1.0569,4.7492,20.8568
"0312506",0.2909,-0.6577,0.5514,1.1775,2,5641,35.454706612302786,3.596070575284788,346699.2097653476,581773.3426064196,25.0097,13.7175,23.1234,9.4269,41.78,39.0863,32.559,7.1066,89.6779,6.5968
"0312507",0.7564,-0.4362,0.3445,1.1011,1,7048,14.188422247446084,2.72053344336881,347514.50229347,581794.0024085111,24.7372,28.3225,31.693,12.8909,39.58,59.2854,37.124,10.0611,94.4132,5.3132
"0312508",0.3641,-0.3925,0.4856,1.1490999,1,3488,28.6697247706422,3.390127157907909,348293.3112073218,581840.258198243,23.0057,30.0269,25.3369,6.1102,39.62,47.3684,34.6366,10.8772,85.5692,11.5925
"0312509",0.6971,-0.4063,0.4489,1.1935,0,1066,0,0,348874.758750512,581778.6143099809,33.0467,25.6757,33.9207,14.5794,38.45,54.7414,47.1491,0,64.8649,14.742
"0312510",0.9388,0.0254,0.9322,1.1493,2,1369,146.09203798392988,4.991058499588656,348849.58300364384,581018.8291370535,25.8303,37.5769,27.5862,13.7021,30.62,60.1351,57.6674,9.2342,97.1095,3.8745
"0312511",0.8049,-0.5843,0.8891,1.0716,6,6118,98.07126511932005,4.595839440857174,348248.4640967078,581003.9349567413,21.2585,36.4763,27.9828,10.0833,24.08,63.7475,36.4248,6.721,98.9158,0.4647
"0312512",0.5642,-0.6464,1.3025,1.0944999,5,5799,86.2217623728229,4.468453868273572,347533.21748090617,580988.626436821,14.8545,34.7981,27.8019,8.6852,24.29,38.6555,28.7451,8.6325,96.2441,1.9906
"0312513",0.5677,-0.4443,0.4308,1.0282,4,6085,65.7354149548069,4.20073577085549,346723.62343691714,580970.6968008953,22.4867,26.2184,22.1227,11.1264,41.2,55.0891,40.1553,10.0633,96.2844,1.0134
"0312514",0.8626,-0.5084,-0.3,0.991,9,4650,193.5483870967742,5.27068090896584,346749.72505670466,580146.7718261137,33.8945,32.1704,31.4516,11.4398,49.61,71.2895,41.7077,8.455,94.503,1.3996
"0312515",0.9352,-0.1339,0.5288,1.0323,10,4690,213.21961620469082,5.367001732740681,347560.00776866084,580153.7521460288,26.3952,34.1609,30.7317,14.3476,34.69,64.156,41.3291,14.8621,97.0407,1.7875
"0312516",0.7472,-0.339,0.5835,1.0936,11,4389,250.6265664160401,5.527946109140936,348269.83724150364,580206.5092233828,25.5156,32.1876,27.4831,11.7478,35.09,56.0058,34.5722,13.7482,96.7448,2.0623
"0312517",0.9971,-0.234,0.7877,1.0096,4,1739,230.01725129384704,5.442492388659057,348891.2756450988,580209.8836857256,34.8696,41.1546,29.9242,13.3513,33.94,50.7782,44.473,9.5331,95.9032,3.2123
"0312518",1.3308001,0.0153,0.3,1.0983,19,6731,282.2760362501857,5.646421815366677,348604.2818865611,579396.7567113964,44.1181,44.3743,34.7983,15.0208,36.51,73.269,52.6809,12.1453,99.761,0.7854
"0312519",1.3265001,0.2133,-0.2089,0.9339,5,7078,70.64142413111048,4.271673455988652,347587.4140787691,579341.6668797605,37.9235,40.7152,35.9701,18.4181,50.29,79.5325,61.7706,14.2338,97.522,0.9567
"0312520",1.0486,-0.1712,-0.425,0.967,12,6011,199.63400432540342,5.301482374249867,346777.95069284725,579332.7318024491,30.2482,34.654,35.503,13.9666,49.47,83.6132,46.5481,14.402,98.0273,0.6905
"0312521",0.8854,-0.4003,0.234,1.1030999,11,7508,146.51038891848694,4.993898606645238,347163.60763865174,578482.0186110565,28.7548,31.5549,33.7389,11.6944,39.56,65.7092,41.3547,10.1773,98.7166,1.1986
"0312522",1.0915999,-0.0661,0.0995,1.1066999,21,8562,245.2697967764541,5.506427669821683,348651.7329261127,578577.4865750937,36.1413,39.3084,35.1808,13.4451,43.12,67.5509,46.0521,14.9558,97.8671,1.8744
"0312523",0.6271,-0.4161,1.1422,1.1435,3,1036,289.57528957528956,5.671862715088821,348652.6947464327,577769.7771594471,33.4002,37.3119,32.8947,3.1746,24.32,40.0749,36.1564,7.1161,100,15.0451
"0312524",-0.687,-0.4808,-0.3084,1.2775,0,3099,0,0,347296.3482748855,577691.1331906347,14.6097,6.4108,9.0239,2.1867,50.68,57.4777,30.2051,5.1339,18.9272,27.4749
"0312601",0.9001,-0.3531,0.2529,1.0134,2,1215,164.6090534979424,5.109629911338053,350635.27445407334,579442.5862994067,36.5036,32.337,29.5082,5.8468,30.06,87.7358,59.396,2.0755,99.1848,0
"0312602",1.6301,0.0516,0.0924,0.9415,5,1458,342.9355281207133,5.840454221554661,350235.8826871543,579420.9097701428,41.751,54.318,43.0556,19.5516,39.67,77.9592,47.7245,15.102,100,1.9655
"0312603",1.2604001,-0.2691,-0.2585,1.291,10,1755,569.8005698005697,6.347039883851255,349824.53151903715,579413.8928885115,44.5516,42.2883,35.337,13.6483,44.86,80.9392,47.8485,9.6685,99.1199,0.8382
"0312604",1.2041,-0.0517,0.2014,1.0341001,4,1953,204.8131080389145,5.326968514466451,349417.117116807,579409.5390961702,31.8769,46.0775,37.037,12.2905,35.88,79.7491,49.389,13.6201,100,0.7944
"0312605",1.117,-0.1773,-0.0126,1.0983,10,2593,385.6536829926726,5.957529416401306,349451.17199239176,578562.3423560447,39.4224,35.5254,31.5868,15.2632,46.87,68.9698,51.5281,10.4271,100,0
"0312606",1.318,-0.0434,0.4603,0.9415,11,3234,340.13605442176873,5.832281384283641,349849.9894304702,578619.0431275857,43.231,46.6489,29.2121,17.6825,38.83,63.0152,51.3514,11.1714,100,0.3471
"0312607",1.7133,0.3196,0.5027,0.9779,11,1863,590.4455179817498,6.382569570945871,350260.5183397215,578622.3580133044,53.1228,60.5528,45.8929,13.4296,25.62,79.302,49.3213,18.8929,99.4975,0
"0312608",1.3289,-0.2111,0.2456,0.9415,12,2763,434.31053203040176,6.07605964314358,350663.38007681357,578630.4590134552,42.5283,50.0548,36.1963,12.9929,33.51,78.6026,48.2914,8.2969,97.1502,3.3248
"0312609",1.3713,-0.2052,0.3614,1.0386,6,1506,398.40637450199205,5.989979381049626,350685.4981386558,577949.7643589951,41.263,45.8614,42.6087,13.9925,32.63,71.6418,43.4783,11.5672,98.9577,0
"0312610",0.8454,-0.003,0.899,1.2043,3,3393,88.41732979664015,4.493314508993839,349935.9225988957,577983.4668342654,28.13,33.928,25.7457,12.0826,31.61,55.7243,51.5118,12.8505,98.9487,0.2867
"0312701",1.512,-0.6129,1.0707,1.1276,0,359,0,0,353068.5718441133,579597.2584266686,33.8542,50.7813,35.4167,19.9288,18.01,71.3043,42.0792,0,100,0
"0312702",1.3016,-0.5347,-0.0942,1.0577,7,953,734.5225603357817,6.600581213039163,352456.3147498425,579579.1950520016,39.9865,52.774,52.1341,7.2278,40.07,72.9204,42.0682,6.3717,98.5792,2.8417
"0312703",1.0886,0.0892,0.2171,1.016,2,1995,100.25062656641605,4.617598894277783,351843.6637906209,579574.754203083,42.1527,37.7904,41.3502,7.9592,35.62,72.9687,52.5745,14.5313,96.9654,3.0346
"0312704",0.7647,-0.0284,0.9934,1.1221,1,893,111.98208286674132,4.727229247439173,351230.60641245526,579502.1633231441,40.4669,24.5914,18.4564,9.5187,20.53,65.5941,44.4166,14.1089,100,0
"0312705",1.9061,-0.1598,-0.5989,1.0386,1,2242,44.603033006244424,3.819974227603263,351097.6145480212,578541.1779335936,61.4355,48.3577,49.4048,23.0114,47.02,88.2917,39.0097,14.2035,100,2.0681
"0312706",1.3363,-0.2834,-0.9684,1.0577,0,623,0,0,351860.52280712087,579169.7847025637,45.4545,29.2581,44.8276,16.6667,57.11,92.1283,50.1916,10.4956,100,0
"0312707",2.1256001,-0.4801,0.0157,1.0577,1,496,201.61290322580646,5.311297277969232,352262.4159138442,579175.0978877258,60.9921,67.6437,71.8367,12.1154,28.38,85.8896,44.5274,3.3742,99.4363,0
"0312708",1.1296,-0.336,0.8161,1.0577,2,501,399.2015968063872,5.99196841216263,352662.734370032,579183.9604279484,42.9455,58.0446,10.8844,11.649,23.24,75.6,47.8873,4.4,97.2772,0
"0312709",1.0826,0.391,1.3706,0.8991,2,187,1069.51871657754,6.975898591835363,353041.5850404003,579192.8713049748,37.1795,29.4872,0,27.6596,25.12,58.6667,52.071,17.3333,100,0
"0312710",1.4811,-0.0788,0.2249,0.815,2,983,203.4587995930824,5.32036648620277,353082.04486793384,578812.3932070459,58.5515,47.3822,39.6296,12.3596,35.82,73.3333,57.079,7.1429,100,0.8726
"0312711",1.4822,-0.4922,0.1367,0.9411,9,1934,465.3567735263702,6.144950949622705,352683.3878570306,578675.688911675,47.35,51.2,36.4912,14.8099,33.61,83.2845,47.8147,2.346,99.7,0.85
"0312712",1.7151999,0.1385,-0.7207,0.9411,1,1116,89.60573476702508,4.506517508695006,352275.07875676133,578664.6761231307,50.1466,52.9619,41.5254,24.3028,61.62,80.0429,57.4935,13.3047,94.0176,4.2815
"0312713",1.964,0.194,0.3003,1.0676,1,1192,83.89261744966443,4.441387133702082,351867.71358311,578656.3759800441,55.7357,54.4144,47.6323,22.9391,29.86,82.9787,44.7585,17.4468,100,0
"0312714",1.4403,0.3107,0.6222,1.0386,6,2616,229.3577981651376,5.439633744358454,351462.18239564187,578641.0073470881,41.1926,48.523,37.3134,15.4448,26.31,78.2609,50.9554,18.5619,99.2341,0
"0312715",1.2891001,-0.2666,0.8008,1.0386,0,1170,0,0,351481.4015110782,578032.257691543,44.6964,52.1457,10.3943,18.2116,23.49,78.4195,45.5714,6.383,100,0
"0312716",1.0556,1.0596,1.0003999,1.0811,3,1225,244.89795918367346,5.504916649812648,351889.9403059751,578046.7694279813,29.4785,60.0151,24.9012,5.2573,21.95,79.1209,69.4669,27.7473,98.1104,0.8314
"0312717",1.1733,-0.623,-0.0296,0.9411,3,1333,225.0562640660165,5.42078392433219,352296.3083557683,578005.7608249985,52.8595,35.3758,28.8194,13.4571,39.69,73.7838,40.8618,3.7838,100,0
"0312718",1.3563,-0.0378,0.4198,1.0197001,5,1262,396.19651347068145,5.984431154364821,352703.75199275225,578010.1124768987,45.4758,52.1841,34.3348,13.3333,36.78,66.8731,54.9498,9.9071,100,0
"0312719",1.2186,0.0255,-0.4702,0.815,4,876,456.62100456621005,6.12604134059914,353098.2448686937,578145.5007447979,63.5167,37.9187,36.2963,11.9497,50.39,73.5294,50.9599,12.9412,84.8086,2.9905
"0312801",-0.802,-0.638,-1.748,1.0121,1,108,925.925925925926,6.831873655065573,357308.24827729916,579603.8294586268,39.2265,4.9724,0,3.8674,80.11,62.963,27.0718,0,3.8674,45.8564
"0312802",-0.1753,-1.6727999,-3.2715001,1.2366,0,567,0,0,356534.0355142563,579600.0469182055,69.4444,0,0,0,94.91,100,13.8889,0,56.4815,0
"0312803",0.634,0.5735,-1.7607,1.2508,6,270,2222.222222222222,7.706712873980273,355730.2531381744,579574.9190919829,40.8537,26.8293,25,15.1316,68.12,94.8454,10,48.4536,54.878,0
"0312804",2.3350999,1.1494,0.2951,0.9375,9,2526,356.29453681710214,5.878560474728035,354902.7609650045,579651.1786118554,69.4466,63.9127,63.738,18.9209,20.81,97.305,51.2739,34.7518,99.6882,0.5066
"0312805",2.7815001,0.8721,-0.1776,0.7441,6,758,791.5567282321899,6.675264084555152,354087.60086062405,579635.3966819833,86.3597,80.6255,62.5551,24.3132,36.24,96.633,65.8996,21.2121,100,0
"0312806",2.9102001,-0.5845,0.8195,0.8991,0,72,0,0,353468.1689045168,579562.7761003316,51.8987,51.8987,36.8421,58.3333,16.46,100,28.8889,0,100,0
"0312807",2.0243001,0.4861,-1.2764,0.7441,0,65,0,0,353449.11661680497,579203.0388027033,67.0251,83.871,60.8696,12,69.48,75.9036,48.4848,28.9157,100,0
"0312808",2.3854001,0.5929,-0.9438,0.815,9,3085,291.7341977309562,5.679265022305145,353488.5090850977,578816.5058170115,84.3274,58.7207,81.1899,13.5421,47.87,97.6744,62.6875,20.8576,100,0.1851
"0312809",1.8894,-0.1505,-0.7412,0.815,8,633,1263.823064770932,7.142687521632635,353799.9065129965,578829.4092035264,59.933,45.4241,66.2551,14.7975,44.21,97.4359,49.6718,11.2179,100,0
"0312810",1.4577,-0.6279,1.9263,0.7441,0,149,0,0,353789.49678568036,579214.0788719202,44.2857,82.8571,40,7.4074,15.15,22.2222,39.5349,0,100,0
"0312811",1.6411999,1.5,-0.5962,0.7441,0,245,0,0,353991.9303763214,579218.5098087682,87.218,59.7744,23.913,9.6774,52.87,93.5185,87.5,28.7037,100,4.1353
"0312812",1.1652,0.8267,1.4234999,0.9623,6,799,750.9386733416771,6.622654769216998,354001.0875721131,578834.9054661604,44.8405,43.9024,27.027,10.2362,17.67,61.1399,68.2353,20.7254,100,0
"0312813",1.3478,-0.1022,0.1079,0.9623,4,1153,346.9210754553339,5.851975659384094,354310.54652302107,578840.3306447177,51.8263,35.9752,45.8716,7.5905,28.72,94.4444,66.2827,2.7778,99.5865,1.9297
"0312814",1.3969001,-0.5475,-0.3638,0.9375,1,177,564.9717514124294,6.338544167792359,354301.7682323628,579222.3038862502,36.6864,50.2959,33.8235,19.7952,53.33,75.6757,46.9484,4.5045,100,0
"0312815",1.8831,0.3052,-0.0075,0.9375,1,353,283.28611898017,5.649981192210548,354716.27466496266,578945.7740904542,69.1406,69.1406,41.2214,13.8132,35.64,83.5125,51.1568,17.9211,100,0
"0312816",0.9278,0.1378,-0.5824,0.8494,7,806,868.4863523573201,6.767902637704875,355125.4390324122,578969.0234850466,65.2425,35.7968,14.6341,4.5122,48.63,94.7735,73.7562,6.446,95.0346,1.8476
"0312817",0.7547,-0.3139,-0.6975,0.9938,5,1291,387.29666924864443,5.961769658922424,355735.3120038234,578882.0145240914,44.8367,28.9497,43.2749,4.7572,45.19,89.2944,47.2843,6.0827,61.6064,8.4731
"0312818",0.3257,-0.6486,-1.8533,1.3353,2,737,271.37042062415196,5.607162980362189,356545.5352779539,578902.6227482408,51.4774,0,0,17.6471,76.21,100,49.009,0,63.6081,9.0202
"0312819",-0.86,-1.4938,-2.8569,1.1968,0,3058,0,0,357326.6518350263,578920.832476537,8.746,0.5796,3.5831,3.7846,90.51,100,8.945,1.4001,11.117,18.0717
"0312821",-1.3292,-1.6374,-1.0998,1.1968,0,1162,0,0,357278.7378627346,578096.4317269382,0,0,0,5.331,94.5,0,0,0,11.6079,22.356
"0312822",-0.7208,-0.6471,-1.0112,1.273,0,1350,0,0,356385.0583210399,578208.5878641004,22.2222,10.5764,9.0452,1.7636,61.44,63.1503,20.21,4.9133,7.962,34.5217
"0312823",-0.9503,-0.6071,-0.1298,1.3353,0,373,0,0,355950.2198492447,578352.6642108803,8.0473,16.568,0,0,49.94,50.4425,29.304,0,0,32.7811
"0312824",-0.7401,-0.955,-1.9249001,0.8494,0,2265,0,0,355547.63271616254,578323.4530211875,19.3108,1.9608,10.0865,3.5669,77.06,77.5751,15.0294,4.9356,13.5472,29.59
"0312825",-0.5266,-0.2895,-1.6921,0.8494,0,1010,0,0,354934.3338497188,578450.0472479466,6.1017,13.3898,17.6471,5.042,63.41,98.452,13.3676,15.1703,31.1864,55.7627
"0312826",-0.6202,0.6984,-0.9754,0.9623,1,138,724.6376811594203,6.587050828488142,354114.5878712908,578427.045922234,26.1261,15.3153,43.4783,0,59.05,54.5455,19.6721,18.1818,22.5225,113.514
"0312827",0.0101,1.4967999,0.0425,1.1289001,3,1086,276.24309392265195,5.624894716714293,353516.3072328999,578008.408979307,28.7168,30.3561,21.1488,12.5418,50.55,55.9322,56.4047,23.5169,35.2176,78.9712
"0312828",-0.8641,1.5064,-0.8335,1.1289001,0,1511,0,0,353828.1994556964,577881.2152553536,21.5404,6.9505,12.1019,6.5199,60.55,70.8911,49.1342,21.5842,7.1384,108.892
"0312829",-0.8427,-0.1381,-1.5321,1.2652,2,1916,104.38413361169103,4.657612089782289,354640.4642821123,578039.8540198324,7.8134,3.8786,7.6923,9.8086,74.74,70.4819,16.9697,13.8554,12.4227,62.6756
"0312830",-0.8172,0.3742,-1.1174999,1.2652,0,466,0,0,354659.6976139712,577633.7125334378,9.1168,7.265,0,1.6155,71.96,70.8861,46.8665,17.7215,46.0114,48.433
"0312831",0.1183,-0.5249,-1.2742,1.2652,0,2688,0,0,355564.6455310112,577794.9316723298,38.9778,22.1225,25.7827,3.7565,55.34,90.3981,28.6232,5.3864,41.7089,31.2524
"0312832",2.1029,-0.1198,-0.9745,0.9349,14,2220,630.6306306306307,6.448304778087488,355970.8560095068,577816.618243838,67.3084,63.2268,71.2098,15.6948,50.95,92.5888,48.2567,11.066,87.1005,1.8483
"0312833",-0.6428,0.868,-1.3973,1.273,0,467,0,0,356408.45512942283,577684.7511813601,26.465,4.3478,12.069,12.1951,71.57,74.2515,38.0074,17.3653,7.9395,90.9263
"0312836",-0.4328,0.2341,-0.0544,1.5143,0,69,0,0,357512.1290623262,577180.3182005611,100,0,0,0,0,100,0,0,0,121.053
"0312837",2.3464,3.5090001,-1.4179,1.5527,4,71,5633.802816901409,8.636717433297543,356830.1481570577,577158.5671016444,73.5849,66.0377,100,27.7778,69.23,100,100,50,33.9623,66.0377
"0312838",1.9960999,0.1283,-1.2332,0.9276,12,3036,395.25691699604744,5.982062781180577,356423.0354147016,577143.2282454902,70.0351,59.7737,58.9942,14.606,55.67,100,49.1211,18.6358,99.7269,0
"0312839",2.6038001,0.6492,-0.4101,0.7936,44,4152,1059.7302504816955,6.966712865461501,355786.74954649,577125.1487533232,81.7882,76.4158,70.4167,18.7432,37.39,97.6103,57.7925,21.6912,99.7673,0.1939
"0312840",1.3904999,-0.3015,0.5626,1.0524,4,587,681.4310051107325,6.525661430536187,355176.4905110338,577104.1931200456,49.678,44.6182,37.1179,13.9506,27.53,71.2838,46.6338,6.0811,99.172,1.196
"0312841",1.265,-0.0381,0.1188,1.0524,3,676,443.7869822485207,6.097595475980493,354665.96328066103,577093.8136119134,51.7707,62.7319,35.2518,3.4247,39.67,72.8571,62.7778,7.619,100,0
"0312842",1.7393,0.2495,0.5639,0.9641,0,620,0,0,354063.85836424003,577068.9843228699,58.5627,63.6086,45.4545,12.8603,31.58,67.713,61.3333,11.6592,100,0
"0312843",4.0374999,-1.1287,0.2737,1.1289001,0,56,0,0,353624.7449074644,577107.8135529931,100,63.6364,100,64,36.36,47.3684,0,0,100,0
"0312902",1.7927001,0.2412,-1.1586,1.0197001,6,767,782.2685788787484,6.663475649791962,352927.5376803645,577612.588568775,66.1184,67.5164,48.0916,10.9233,60.32,94.086,59.5903,17.2043,100,0
"0312903",1.4188,-0.133,-0.8786,1.0197001,2,839,238.37902264600714,5.478048164581208,352072.0211043415,577626.2057659248,47.1545,66.3957,45.9016,6.25,64.15,80.4511,73.5149,3.7594,100,1.2195
"0312905",2.2385001,0.3899,-0.8477,1.0386,1,678,147.49262536873155,5.000535296192996,351388.86480727885,577665.4734595887,62.9353,73.3831,77.8409,11.2676,45.25,100,51.7857,22.7848,100,0
"0312906",1.9105999,0.301,0.8094,0.9182,1,531,188.32391713747646,5.24345939538747,351099.31120360224,577548.0460384798,45.1613,75.7116,35.6522,19.1549,22.31,85.0575,59.7973,12.069,100,0
"0312907",0.7934,-0.4876,1.1126,0.9182,1,644,155.27950310559007,5.051646090668058,350699.19466721587,577549.7824426349,25.5446,41.0891,25.2101,8.6076,22.14,54.4803,34.6154,9.319,100,0
"0312908",1.375,-0.244,-1.2323,1.2043,6,732,819.672131147541,6.710123676641701,349850.6479333227,577599.5267214187,44.2623,43.1274,52.2013,14.5709,64.16,83.3333,36.5535,18.5606,95.7125,1.5132
"0312909",1.3925,-0.1717,0.1932,1.0087,13,4023,323.1419338801889,5.781181487400209,349896.17018017406,576995.4835121407,45.4326,50.8093,40.7073,12.0086,35.07,75.9304,47.8668,10.4442,99.3488,0.5953
"0312910",1.4045,0.5036,0.4911,0.9182,3,1141,262.9272567922875,5.575673522724061,350714.3882552148,576812.2202893413,49.3927,55.7085,24.8148,14.2202,33.88,77.2947,65.5882,16.1836,99.1093,0
"0312911",1.6373,-0.06,-0.4007,0.9182,11,3846,286.0114404576183,5.65952207718681,350975.33498708974,577076.759558464,55.2347,50.5641,51.3406,12.8261,43.78,86.4341,52.5813,11.7829,99.3231,0
"0312912",1.8404,0.2799,-0.2801,0.8941,5,3577,139.78194017332962,4.947212169682762,351511.2130973584,577021.2136203377,64.8131,51.4923,44.6176,19.8522,43.81,83.6165,51.7288,17.8398,98.3349,0.3142
"0312913",1.6418,0.1062,-0.7797,0.8941,8,2543,314.58906802988594,5.754440949683212,351917.59671745147,577031.016727509,59.2755,65.4689,46.2532,9.8375,53.38,86.4389,52.2324,17.0807,99.8831,0.2337
"0312914",1.2992001,0.0504,-0.1405,0.8847,5,1513,330.4692663582287,5.803535094493097,352527.1845961781,577049.1256970121,44.6043,32.1527,50.2762,11.4481,43.25,81.3305,66.6992,7.9399,97.565,1.6048
"0312915",1.6571,1.8868999,0.6254,0.9918,1,1927,51.89413596263622,3.968292481351851,353223.6443666092,577032.445060056,67.7947,59.4677,49.7006,11.0204,20.92,81.407,61.0778,41.3735,82.8517,21.3688
"0312916",0.1001,2.0848,0.6036,0.9918,3,1212,247.52475247524754,5.515542448122451,353231.60123248794,576467.9144926786,40.5074,34.9081,23.7037,9.7561,27.07,73.3813,69.808,20.1439,18.9851,100.875
"0312917",0.9661,-0.4967,0.47,1.0226001,6,902,665.1884700665189,6.501572618594679,352526.709147317,576390.8300898549,24.4828,41.7241,27.6498,11.0947,28.1,80.5281,42.278,6.2706,99.0805,0.9195
"0312918",2.5687001,-0.3938,-0.9955,0.8847,2,488,409.8360655737705,6.018194267710443,351951.14225122606,576516.9254286257,71.5328,63.6861,60.7843,31.7568,59.07,93.4673,57.2052,0,100,0
"0312919",1.4545,0.7754,0.8763,0.9824,0,275,0,0,351971.48913031345,576316.2438884244,35.3357,33.5689,37.3626,23.2,22.55,76.0274,44.0972,31.5068,100,0
